"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"19bd829d2dd9cb4581fb333808d5d4f75c0ac046229e6fb0698238720fdc8b253b7afbd03378a325f81e3e008cb868551a5d4bc47ae75deb122edff5a2432e18",,"2026-04-17T11:52:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2026-04-17T11:54:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","DISREGARDING TRAFFIC SIGNALS","1859","S","PULASKI RD","1014",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","11","6","4","41.8553397217","-87.7247100763","POINT (-87.724710076289 41.855339721704)"
"176e28e1d88b74c3110915b42cbe372263b2d915c02019a5720c670e8dc33d03630f5c687137f6bd57220bb38838978504954c2c8763256b9f404a2089aef6e0",,"2026-04-17T11:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2026-04-17T11:51:00.000","IMPROPER LANE USAGE","UNABLE TO DETERMINE","8600","S","STONY ISLAND AVE","412",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","6","4","41.7386831854","-87.5858332337","POINT (-87.58583323367 41.738683185433)"
"740d87ba3565a1ea776295d851d5665065b012cd41e7eebda088e20a0de302cb0b7965e6c0c3172751daca3e7a6cf4da8b3fc3028241cc12e898e285e1cf16d4",,"2026-04-17T11:45:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2026-04-17T15:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2400","E","93RD ST","423",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","11","6","4","41.7263497976","-87.5656449541","POINT (-87.565644954091 41.726349797554)"
"be62d26d544ade46d4c5529099b56e0e04931de3fd2a16666816c79fe0d8dc090b6de76b57b8d7487479b1393175b4cbbffffc178a482d100d6f40a9205bf156",,"2026-04-17T11:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2026-04-17T11:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2200","S","KEDZIE AVE","1024",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","6","4","41.8516719795","-87.7053986934","POINT (-87.70539869337 41.851671979532)"
"8228485ef44e3b9d1c77b3f000df43459bd175d176c959aef18f7e33f380ab303076e752934eee49907fb23bfff55144385ed22ad02c8ae19a7679bb953932d8",,"2026-04-17T11:25:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-17T11:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3510","S","CALIFORNIA AVE","911",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","6","4","41.8297592979","-87.6949276053","POINT (-87.694927605318 41.829759297868)"
"ffbc6b0c86de6c186db771b25c8345a25aff19ed24dfb87d45d4aa57336c4982cfa79b606c11a7461c263c7f3ff2d1a95eeb8e663ee5f7c355cd9c98d19b021b",,"2026-04-17T11:25:00.000","35","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","DEBRIS ON ROADWAY","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2026-04-17T12:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","12231","S","HALSTED ST","523",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","6","4","41.6714231853","-87.6415481561","POINT (-87.641548156127 41.671423185282)"
"fabb9037f88dfa74e3803cfd7ad44f4ce0b4a577f50f022a1dd2e98d8019cf83f4ffba4acea871e078169d7234489c3d6f94babf61207d562598d04844e3c8b4",,"2026-04-17T11:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2026-04-17T11:15:00.000","IMPROPER LANE USAGE","FAILING TO REDUCE SPEED TO AVOID CRASH","3247","W","47TH ST","821",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","11","6","4","41.8079861736","-87.7058933097","POINT (-87.705893309714 41.807986173605)"
"aa84eae0f34684dab4ca86b50d0a701012c43908c757e5782ceca1b87741e82b784ab81738cbc13e1a5a248c3af49135d6b6a46d8a1d834b65402cdee3605b90",,"2026-04-17T11:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE OPPOSITE DIRECTION","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T11:14:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5825","N","TRIPP AVE","1711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","6","4","41.9864195797","-87.7340373819","POINT (-87.734037381879 41.986419579696)"
"f9fa22ec52f79acb48dbdb49e4406b3319ecf9c43b34af0cdd51960bc03db34bf103f8e8c55017af1c3ac7723ed8a5b779a463914c215ff58e05de2218130065",,"2026-04-17T11:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2026-04-17T11:40:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","757","N","CICERO AVE","1111",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","6","4","41.894893278","-87.7456569131","POINT (-87.745656913117 41.894893277969)"
"8eb0516e356e2a78627b69cdb0b1268d3c0f45c94509c4de0de73f56d580f5dbb50c4b6522e9bc907d5ffd8f26c07369b349ea2d3b00c9878fd9ef2016ed2ddf",,"2026-04-17T11:00:00.000","15","NO CONTROLS","NO CONTROLS","UNKNOWN","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-17T11:55:00.000","IMPROPER BACKING","NOT APPLICABLE","8715","S","COMMERCIAL AVE","424",,,,"Y","MAINTENANCE",,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","6","4","41.7368937047","-87.5512734401","POINT (-87.551273440084 41.736893704702)"
"4830eebfdb91c56947486bcfb01b84001e95a93aef805d40cd7124eb5087840fed8c97b4ee9bb665f93edf258c700496eced9a465a491211fd85bdb3e57ac880",,"2026-04-17T10:50:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","N",,,"$501 - $1,500","2026-04-17T15:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","2421","W","ROOSEVELT RD","1023",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","6","4","41.8664955365","-87.6866060003","POINT (-87.686606000274 41.866495536524)"
"6f7e0f47bc9de6219d1d016b6eb47c5b90ffb117b790c9eaae515a86188ed25d95d795f43caee336cde1dcc94139a53db0cbfd83eb53155ebbbb3dcf3089e94f",,"2026-04-17T10:50:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T11:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4938","S","KEDZIE AVE","821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","6","4","41.8033030405","-87.7039827068","POINT (-87.703982706766 41.803303040491)"
"233944ba169c8f77340dc7a9679f4dc0c39e07a4347635c545bf0ede71d34fb597d466f6714e5f20304d8b4ba7e1b68af00f715d33c2f6ffcf9008f6f1332983",,"2026-04-17T10:30:00.000","40","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","CENTER TURN LANE",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T11:55:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","911","N","LAKE SHORE DR NB","1833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","6","4","41.8997090123","-87.6184734067","POINT (-87.618473406732 41.899709012267)"
"e3837f2ce54cbce62570fffee38575868b67a5a6613fff95817c35e4afdd4a5979dc0f76d5d160d465484e52ed485fb54cd07f9f4f259ed158ef1d5c707b18e4",,"2026-04-17T10:24:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2026-04-17T10:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1331","W","ADDISON ST","1924",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","6","4","41.9469763842","-87.6629369302","POINT (-87.662936930229 41.946976384234)"
"6ad9882d57b09178443856074bcc023bf527f15fde1c10cd32227461b7e1b7f3eaec5a5e3d448edcb64dac87d8de25472cbdaf226564a81b56f22ae447bad938",,"2026-04-17T10:21:00.000","0","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y",,"$501 - $1,500","2026-04-17T10:21:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3570","N","ELSTON AVE","1733",,,,,,,"4","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","10","6","4","41.946057604","-87.7082301098","POINT (-87.708230109805 41.946057604016)"
"567bbb257db44194882949b471f2a2b3af3041373473036302fc57dd61726e9a399554adc9faf0e3a2ea4b1bbf6a4aef58a287141e6224557462514bce9d131a",,"2026-04-17T10:20:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T10:26:00.000","IMPROPER TURNING/NO SIGNAL","IMPROPER TURNING/NO SIGNAL","3359","W","ADAMS ST","1124",,,,"Y","CONSTRUCTION",,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","6","4","41.8782218635","-87.71065441","POINT (-87.71065440997 41.878221863523)"
"5538e2affb661d927d34bbe243e9a95c3c3301f1f6a8bf4685787b2b1a80b7a61bf30d3d62b2d79635ecb8998cec8377e62277106ba651c4cba53cd9c05b3701",,"2026-04-17T10:19:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2026-04-17T10:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7205","W","HIGGINS AVE","1613",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","6","4","41.9810856498","-87.8073438565","POINT (-87.807343856507 41.98108564983)"
"92b855b3381034cc0544e927a4d412c4152757d55283c5fb18087afac9b80dfdbf4bd681d171c0b8420ba50d823e8271a98fa024072275b7484277420da095e4","N","2026-04-17T10:10:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","N",,,"OVER $1,500","2026-04-17T10:35:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","FOLLOWING TOO CLOSELY","2140","W","FULLERTON AVE","1432",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","10","6","4","41.9250824802","-87.6824761514","POINT (-87.682476151394 41.925082480244)"
"32b12396b82fb1837d06e3169357b05da0fa2d8f0ca95421678fab4287adf9846c82b1e5c60c0eefdb33c1c4bab6aff32d4788dadacc03e13e643f4fd20ff9ff",,"2026-04-17T10:00:00.000","30","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DAYLIGHT","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2026-04-17T19:19:00.000","DISREGARDING STOP SIGN","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","4800","S","WESTERN AVE","922",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","10","6","4","41.8065651083","-87.6845166965","POINT (-87.684516696523 41.806565108314)"
"fb78d1cf6a1a10fa7af977c2459980066a69e50de7c04119d4ea7d6fd89d6c05bf95705c66585fa604f214933b26a3298cb633599b96d1dcaf7ca48ef7280a44",,"2026-04-17T10:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2026-04-17T20:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","13358","S","INDIANA AVE","533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","6","4","41.6518573342","-87.6173767659","POINT (-87.617376765876 41.651857334159)"
"cd7cb6eea3ae9318ab4d2701711e27478decfe60040eff8183b6231465795110368dd6e226acbddab0b4939f57eb9bdcab2f3d549f02484afc3d641e7a4d877e",,"2026-04-17T09:51:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","FIVE POINT, OR MORE",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T10:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1808","W","ADDISON ST","1922",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.9470280556","-87.6744150334","POINT (-87.674415033387 41.947028055637)"
"176b5db4520b38544f705166423eec66959e97a010be9437596598b5c9590e0b24682d49f1d152c80ed5adbbda12e58bcd9909aa1cafee29a6bfa443ddcd8d6e",,"2026-04-17T09:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE OPPOSITE DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2026-04-17T09:54:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","1586","N","CLYBOURN AVE","1822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.9104913601","-87.6491436221","POINT (-87.649143622102 41.910491360109)"
"1a2a31bc3d8e3a9f7f071e474fcf424f757f841aed3a8f7841136d9cf80ae9769ec9d2f9d53a911928757f2d8bda49d0f2f100d5a79ade4a032eeb73e9537e55",,"2026-04-17T09:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2026-04-17T12:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6704","S","ST LAWRENCE AVE","321",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","6","4","41.7728465472","-87.6107594271","POINT (-87.610759427094 41.772846547223)"
"d4d4de54081e66bea4216add1062d2df5a1610409929b5590bfcc20da5fe86cc43c4e82b54aedf271a461ffe2be3e48dc4f588344c803222f5f54b711ffb1335",,"2026-04-17T09:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2026-04-17T10:00:00.000","DISTRACTION - FROM INSIDE VEHICLE","FAILING TO REDUCE SPEED TO AVOID CRASH","2400","N","KIMBALL AVE","1413",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.9247500711","-87.7122543793","POINT (-87.712254379296 41.924750071099)"
"9ea6066485ca971c02c4fb9ed1ad4ec193490ce5aed668ff2073277556e9b46c2fb5148e3c433de8b6a0715c844f87d1ced49389a6887c7fc8aca43031dc1fad",,"2026-04-17T09:27:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE OPPOSITE DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2026-04-17T09:27:00.000","PHYSICAL CONDITION OF DRIVER","NOT APPLICABLE","926","W","HOLLYWOOD AVE","2022",,,,,,,"3","NONINCAPACITATING INJURY","2","0","0","1","1","2","0","9","6","4","41.9856802483","-87.6550676257","POINT (-87.655067625654 41.985680248346)"
"73a7660b63df7fbf1e593f41b05d58e2d147efad28abca19d97c40ba383231ca425a9acf16668678ac16743848e222e3b4afa8380abaf8e278638b765b260055",,"2026-04-17T09:25:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2026-04-17T09:30:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER LANE USAGE","1050","W","VAN BUREN ST","1232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.8766808017","-87.6539263448","POINT (-87.653926344839 41.876680801679)"
"3a259c72ef1fda7ea1e22ef9b6470406f227c2847f36f5d5d87211b5a7dd0f98d28b6265799527c779b04ed40a32f98ed65e6a8bf701b99e7cae50ca537dce57",,"2026-04-17T09:20:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2026-04-17T09:20:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5800","S","COTTAGE GROVE AVE","233",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","9","6","4","41.7894207178","-87.6062625882","POINT (-87.606262588229 41.789420717811)"
"dfe7350951066907ddd6dda65166300692cc8c4e87a76365f37d9a18c0f5f777f0531c83d46f5a9989de517df370b3a50d1dcdf9dfa89043e47635ec8d072875",,"2026-04-17T09:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2026-04-17T09:23:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","10287","W","IRVING PARK RD","1654",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.9579304155","-87.8861456831","POINT (-87.886145683083 41.957930415472)"
"88728a367355782612e9346aa9357d985f6a939186dcb2305076647ad683421a917d760fcea43cbc254459bd56ee497dfd99fc0b549d26fe9c0ebf3b453f504f",,"2026-04-17T09:05:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-17T09:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5147","N","WESTERN AVE","2031",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.9754846579","-87.6889870868","POINT (-87.688987086794 41.975484657934)"
"79cca803a9c903925988b308c88a1024dc666a648b649d7bff1127e6932260e2e5e31d4806565a7d064f992f6f904cd23c759efb00ed5d4c8984c7dd37d2192a",,"2026-04-17T09:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2026-04-17T09:49:00.000","IMPROPER BACKING","FAILING TO YIELD RIGHT-OF-WAY","520","N","OGDEN AVE","1215",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","9","6","4","41.8917697782","-87.6586046142","POINT (-87.658604614249 41.891769778206)"
"c3b6814c7f45895f9f3ba51f56866bed9aaa89b3629372faefe43944854e489b6317849d604779c8153a7df4ed9837277fc74768b858a68584d37c882f222bcf",,"2026-04-17T09:00:00.000","25","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","REAR TO SIDE","DRIVEWAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T09:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","350","W","BELDEN AVE","1814",,,,"Y","CONSTRUCTION",,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.9238949572","-87.6384954912","POINT (-87.638495491216 41.923894957243)"
"daff36d6c8a1c75b0a63aaf7e4714db84ed9b8b865e80c62eb1df2a301a54caed0068fc5656bb1637dbcfe714a8f4f78abffc683b3ccffafdad8f466317ff075",,"2026-04-17T09:00:00.000","30","TRAFFIC SIGNAL","UNKNOWN","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T09:41:00.000","IMPROPER TURNING/NO SIGNAL","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","5501","S","INDIANA AVE","231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","4","41.7943726835","-87.6206899897","POINT (-87.62068998971 41.794372683457)"
"592d298c1324cfdc985b8c6026da530174fbcc94c5360b465268cbba111362eb15e3ed1b7e40457ad96c66e72f86a1da0bea16092b57ae6414bfa4bc0d6dc414","Y","2026-04-17T08:55:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","UNKNOWN","DAYLIGHT","PEDESTRIAN","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY","Y",,"Y","$500 OR LESS","2026-04-17T09:12:00.000","DISREGARDING STOP SIGN","FAILING TO YIELD RIGHT-OF-WAY","2859","S","HARDING AVE","1031",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","4","41.8388394012","-87.7230361458","POINT (-87.723036145829 41.838839401238)"
"d02049cafac4af555f8f233e203cd70e4d4f35557aa4ad724acc7bb7c6b74109a9a9eeac4c9179792d0a9b0da684bcd9d2edf31067a82d53452b15365786e3ed",,"2026-04-17T08:55:00.000","25","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2026-04-17T08:56:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","1300","N","DEARBORN ST","1824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","4","41.9058988744","-87.6301927632","POINT (-87.630192763151 41.905898874392)"
"0c2d2687a47ca2c2fdb2c8c529d14c67cbd6bc4847f5fb28c5b6fb9efea0dc108e741329ba2115170a5c89889a441b0688288fac95a6058d2f75df0b04612ae3",,"2026-04-17T08:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO REAR","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T09:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3150","N","CALIFORNIA AVE","1411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","6","4","41.9390091655","-87.6979581931","POINT (-87.697958193128 41.939009165547)"
